"","first_half","second_half","method","n"
"gene1162",Inf,-0.252658346085043,"CARseq LFC","Total sample size in a half = 25"
"gene1163",-0.987160029239418,0.336959818414823,"CARseq LFC","Total sample size in a half = 25"
"gene1164",1.02972447360373,0.740307329203972,"CARseq LFC","Total sample size in a half = 25"
"gene1165",0.695390045087013,2.38001046683823,"CARseq LFC","Total sample size in a half = 25"
"gene1166",0.444352187341354,0.0135178892864383,"CARseq LFC","Total sample size in a half = 25"
"gene1167",-Inf,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1168",0.658998051377808,0.645663286384476,"CARseq LFC","Total sample size in a half = 25"
"gene1169",1.02554945865634,0.72518195549722,"CARseq LFC","Total sample size in a half = 25"
"gene1170",Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1171",-0.558547901669903,-0.974386436797676,"CARseq LFC","Total sample size in a half = 25"
"gene1172",0.499601651266572,1.38881474276355,"CARseq LFC","Total sample size in a half = 25"
"gene1173",1.57539838935962,0.0791068175965055,"CARseq LFC","Total sample size in a half = 25"
"gene1174",1.39628003737819,0.999184321822337,"CARseq LFC","Total sample size in a half = 25"
"gene1175",1.36297455274727,2.2253582217748,"CARseq LFC","Total sample size in a half = 25"
"gene1176",NA,0.232343085816219,"CARseq LFC","Total sample size in a half = 25"
"gene1177",0.777363906226536,3.09349320578074,"CARseq LFC","Total sample size in a half = 25"
"gene1178",Inf,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1179",1.01348407249041,1.53209534167528,"CARseq LFC","Total sample size in a half = 25"
"gene1180",NA,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1181",Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1182",1.73962091834762,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1183",2.62712025842133,-0.622476096314531,"CARseq LFC","Total sample size in a half = 25"
"gene1184",0.973348636475595,0.853800234983505,"CARseq LFC","Total sample size in a half = 25"
"gene1185",0.486998053777192,0.328748709890946,"CARseq LFC","Total sample size in a half = 25"
"gene1186",-0.350900635360579,0.146052527259684,"CARseq LFC","Total sample size in a half = 25"
"gene1187",0.51701561959028,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1188",Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1189",0.679438147214565,2.40761099085341,"CARseq LFC","Total sample size in a half = 25"
"gene1190",Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1191",0.90550473468106,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1192",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1193",NA,0.411954353511398,"CARseq LFC","Total sample size in a half = 25"
"gene1194",0.943796073915898,0.681539420632223,"CARseq LFC","Total sample size in a half = 25"
"gene1195",1.33423958958566,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1196",1.80800896022214,0.700353976041035,"CARseq LFC","Total sample size in a half = 25"
"gene1197",NA,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1198",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1199",-2.86743578543426,0.0389991405023344,"CARseq LFC","Total sample size in a half = 25"
"gene1200",NA,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1201",-Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1202",1.57488389900259,0.186036633778168,"CARseq LFC","Total sample size in a half = 25"
"gene1203",3.88733667142127,0.789156988022274,"CARseq LFC","Total sample size in a half = 25"
"gene1204",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1205",Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1206",2.99457131198967,1.62156280676788,"CARseq LFC","Total sample size in a half = 25"
"gene1207",Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1208",-0.886006538806753,0.337442894236601,"CARseq LFC","Total sample size in a half = 25"
"gene1209",0.688368392648308,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1210",-0.874094333363914,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1211",NA,0.164536153019417,"CARseq LFC","Total sample size in a half = 25"
"gene1212",NA,0.432146099328733,"CARseq LFC","Total sample size in a half = 25"
"gene1213",0.312529142403835,0.688820893552176,"CARseq LFC","Total sample size in a half = 25"
"gene1214",Inf,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1215",0.977057757102582,0.78788667589216,"CARseq LFC","Total sample size in a half = 25"
"gene1216",Inf,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1217",0.543045021200037,0.447512797053812,"CARseq LFC","Total sample size in a half = 25"
"gene1218",Inf,0.29515489409431,"CARseq LFC","Total sample size in a half = 25"
"gene1219",0.598406345128879,0.251708236200523,"CARseq LFC","Total sample size in a half = 25"
"gene1220",0.495448701238389,-2.90826319549419,"CARseq LFC","Total sample size in a half = 25"
"gene1221",1.5735403380631,0.760701548747936,"CARseq LFC","Total sample size in a half = 25"
"gene1222",0.242504395225225,1.42673223927851,"CARseq LFC","Total sample size in a half = 25"
"gene1223",-Inf,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1224",0.695999930078693,0.0609641145039495,"CARseq LFC","Total sample size in a half = 25"
"gene1225",NA,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1226",-Inf,0.644600063205474,"CARseq LFC","Total sample size in a half = 25"
"gene1227",NA,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1228",0.422808715586596,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1229",2.72233799665035,0.804421323774371,"CARseq LFC","Total sample size in a half = 25"
"gene1230",1.49559726340972,0.0945042139548985,"CARseq LFC","Total sample size in a half = 25"
"gene1231",-0.961380779423585,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1232",NA,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1233",0.681374107345916,-0.40188128024094,"CARseq LFC","Total sample size in a half = 25"
"gene1234",1.52106778590144,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1235",-0.0247947771474029,1.48926792246474,"CARseq LFC","Total sample size in a half = 25"
"gene1236",-0.485219396419491,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1237",-0.169529845579796,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1238",1.59573286656145,0.238851771529267,"CARseq LFC","Total sample size in a half = 25"
"gene1239",0.31297857644288,-1.73442451034532,"CARseq LFC","Total sample size in a half = 25"
"gene1240",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1241",Inf,0.0730002870896316,"CARseq LFC","Total sample size in a half = 25"
"gene1242",0.313365636646347,2.80897393565931,"CARseq LFC","Total sample size in a half = 25"
"gene1243",0.374978137922382,0.51246280616052,"CARseq LFC","Total sample size in a half = 25"
"gene1244",NA,0.164709725991928,"CARseq LFC","Total sample size in a half = 25"
"gene1245",Inf,1.75787930976689,"CARseq LFC","Total sample size in a half = 25"
"gene1246",NA,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1247",-0.741456117868251,0.281327570631125,"CARseq LFC","Total sample size in a half = 25"
"gene1248",NA,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1249",-2.02145556106659,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1250",Inf,0.941536073354387,"CARseq LFC","Total sample size in a half = 25"
"gene1251",1.18610859271209,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1252",Inf,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1253",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1254",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1255",-0.567998585628051,0.818415705567567,"CARseq LFC","Total sample size in a half = 25"
"gene1256",NA,0.291547288130434,"CARseq LFC","Total sample size in a half = 25"
"gene1257",1.0507429688821,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1258",1.27976629754245,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1259",-Inf,0.404404654951955,"CARseq LFC","Total sample size in a half = 25"
"gene1260",-Inf,0.108406893892928,"CARseq LFC","Total sample size in a half = 25"
"gene1261",-Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1262",0.36335865316469,1.06590734443283,"CARseq LFC","Total sample size in a half = 25"
"gene1263",Inf,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1264",-0.302933168849632,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1265",NA,-1.19337785924629,"CARseq LFC","Total sample size in a half = 25"
"gene1266",0.470704096986763,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1267",NA,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1268",-Inf,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1269",NA,0.691877547454864,"CARseq LFC","Total sample size in a half = 25"
"gene1270",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1271",-0.906303414801569,0.0282970039632462,"CARseq LFC","Total sample size in a half = 25"
"gene1272",0.647687913885586,-2.39396396579357,"CARseq LFC","Total sample size in a half = 25"
"gene1273",0.945753067328522,0.440100070455623,"CARseq LFC","Total sample size in a half = 25"
"gene1274",0.398071717475962,0.278781981728103,"CARseq LFC","Total sample size in a half = 25"
"gene1275",0.745738994118524,0.120096431680391,"CARseq LFC","Total sample size in a half = 25"
"gene1276",-4.47569823777018,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1277",-Inf,0.29823018429777,"CARseq LFC","Total sample size in a half = 25"
"gene1278",Inf,1.708223953999,"CARseq LFC","Total sample size in a half = 25"
"gene1279",-Inf,1.15790492791056,"CARseq LFC","Total sample size in a half = 25"
"gene1280",1.25603007530609,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1281",Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1282",-1.76757013269467,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1283",-0.248489940160098,0.855556646151694,"CARseq LFC","Total sample size in a half = 25"
"gene1284",1.00545479336503,0.684078395188616,"CARseq LFC","Total sample size in a half = 25"
"gene1285",-11.8754366387622,15.2577760540415,"CARseq LFC","Total sample size in a half = 25"
"gene1286",NA,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1287",-Inf,2.56128493060636,"CARseq LFC","Total sample size in a half = 25"
"gene1288",4.05769564707091,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1289",Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1290",1.14158618848915,0.123373921466265,"CARseq LFC","Total sample size in a half = 25"
"gene1291",0.988986067366393,-1.26046165877477,"CARseq LFC","Total sample size in a half = 25"
"gene1292",2.56361582180334,1.09794532879718,"CARseq LFC","Total sample size in a half = 25"
"gene1293",NA,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1294",Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1295",Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1296",-Inf,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1297",Inf,2.60431915640491,"CARseq LFC","Total sample size in a half = 25"
"gene1298",1.1524433675739,-0.183587789248735,"CARseq LFC","Total sample size in a half = 25"
"gene1299",-1.04781549491166,-0.137113285461416,"CARseq LFC","Total sample size in a half = 25"
"gene1300",1.18746399242225,0.42592216248824,"CARseq LFC","Total sample size in a half = 25"
"gene1301",0.525556440725778,2.00389287306729,"CARseq LFC","Total sample size in a half = 25"
"gene1302",Inf,1.89315848986147,"CARseq LFC","Total sample size in a half = 25"
"gene1303",-0.38712810214148,0.626969421760552,"CARseq LFC","Total sample size in a half = 25"
"gene1304",Inf,1.10801448642383,"CARseq LFC","Total sample size in a half = 25"
"gene1305",Inf,1.57772056226221,"CARseq LFC","Total sample size in a half = 25"
"gene1306",1.12412783666395,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1307",Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1308",-Inf,0.864056622539767,"CARseq LFC","Total sample size in a half = 25"
"gene1309",-0.767336286169804,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1310",-Inf,0.162035377860687,"CARseq LFC","Total sample size in a half = 25"
"gene1311",-Inf,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1312",NA,0.258701900745811,"CARseq LFC","Total sample size in a half = 25"
"gene1313",0.928137408611756,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1314",-0.476754019219845,1.10201473960354,"CARseq LFC","Total sample size in a half = 25"
"gene1315",Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1316",2.03900703462121,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1317",Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1318",1.00066444910113,0.223607647790613,"CARseq LFC","Total sample size in a half = 25"
"gene1319",Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1320",-6.12660705496815e-05,3.19863590628427,"CARseq LFC","Total sample size in a half = 25"
"gene1321",-0.0389766286343205,0.804834381367893,"CARseq LFC","Total sample size in a half = 25"
"gene1322",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1323",-Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1324",0.681963492872479,1.40279093456669,"CARseq LFC","Total sample size in a half = 25"
"gene1325",-Inf,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1326",0.23324791430168,0.526839635995839,"CARseq LFC","Total sample size in a half = 25"
"gene1327",Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1328",Inf,-0.055518435300846,"CARseq LFC","Total sample size in a half = 25"
"gene1329",NA,0.262849395740777,"CARseq LFC","Total sample size in a half = 25"
"gene1330",0.0797185305967231,1.23283955091882,"CARseq LFC","Total sample size in a half = 25"
"gene1331",3.37974302626004,-0.212090247737289,"CARseq LFC","Total sample size in a half = 25"
"gene1332",-1.88568372940505,0.61604950897657,"CARseq LFC","Total sample size in a half = 25"
"gene1333",-3.50670570907353,-0.343499517369485,"CARseq LFC","Total sample size in a half = 25"
"gene1334",0.865845985122884,1.73755620919612,"CARseq LFC","Total sample size in a half = 25"
"gene1335",1.06865635578614,0.945451814590898,"CARseq LFC","Total sample size in a half = 25"
"gene1336",0.790941309695749,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1337",0.681854653364971,-0.189373692775974,"CARseq LFC","Total sample size in a half = 25"
"gene1338",-Inf,-0.695539860369192,"CARseq LFC","Total sample size in a half = 25"
"gene1339",1.11429814938888,0.920626427410485,"CARseq LFC","Total sample size in a half = 25"
"gene1340",2.55048144015329,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1341",0.935135997100064,0.60188496450845,"CARseq LFC","Total sample size in a half = 25"
"gene1342",0.565430190597716,1.10037898736496,"CARseq LFC","Total sample size in a half = 25"
"gene1343",Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1344",NA,0.300532076318004,"CARseq LFC","Total sample size in a half = 25"
"gene1345",Inf,NA,"CARseq LFC","Total sample size in a half = 25"
"gene1346",NA,0.237939027950945,"CARseq LFC","Total sample size in a half = 25"
"gene1347",-2.44806584857098,0.27627248645622,"CARseq LFC","Total sample size in a half = 25"
"gene1348",0.433577565291642,0.709302428973768,"CARseq LFC","Total sample size in a half = 25"
"gene1349",0.440442382654073,0.972335921224975,"CARseq LFC","Total sample size in a half = 25"
"gene1350",1.3667175269948,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1351",-0.207583417473474,0.412078427356225,"CARseq LFC","Total sample size in a half = 25"
"gene1352",1.46392460117605,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1353",Inf,0.532122087315059,"CARseq LFC","Total sample size in a half = 25"
"gene1354",Inf,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1355",NA,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1356",-1.15440280193635,0.988054597239265,"CARseq LFC","Total sample size in a half = 25"
"gene1357",Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1358",0.886493546809152,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1359",1.78477310439453,0.123763920780196,"CARseq LFC","Total sample size in a half = 25"
"gene1360",0.329547222881316,Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1361",0.311810059065446,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1362",NA,-1.26711547327349,"CARseq LFC","Total sample size in a half = 25"
"gene1363",Inf,-Inf,"CARseq LFC","Total sample size in a half = 25"
"gene1364",1.51598278635543,0.765491019261554,"CARseq LFC","Total sample size in a half = 25"
